description,name,cluster_node,profile,value,read_only,is_disabled,is_specified,encrypted,export_configuration,export_key,export_path
Control LDAP <optional|required|disabled>.,Server.Ldap.Status,UNSPECIFIED,Default,optional,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The maximum Idle time (in milliseconds) for a connection.,Http.Connection.MaxIdleTime,UNSPECIFIED,Default,300000,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The number of connection requests that can be queued up before the operating system starts to send rejections.,Http.AcceptQueueSize,UNSPECIFIED,Default,10000,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
SSL session caching enabled value.,Http.Ssl.SessionCaching,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
SSL protocol.,Http.Ssl.Protocol,UNSPECIFIED,Default,TLS,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enabled SSL protocols.,Http.Ssl.Protocols,UNSPECIFIED,Default,TLSv1.2,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The KeyManagerFactory algorithm.,Http.Ssl.KeyManagerFactoryAlgorithm,UNSPECIFIED,Default,IbmX509,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The SecureRandom algorithm.,Http.Ssl.SecureRandomAlgorithm,UNSPECIFIED,Default,SHA1PRNG,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
If custom list agent should be used.,Http.UseCustomListAgent,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Set maximum number of concurrent connections. 0 means unlimited.,Http.MaxLoggedInUsers,UNSPECIFIED,Default,0,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Maximum simultaneous transfers per client.,Http.MaxSimultaneousTransfers,UNSPECIFIED,Default,20,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
HTTP server request thread pool minimum threads.,Http.ThreadPool.MinThreads,UNSPECIFIED,Default,32,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
How much time (in milliseconds) a thread from the thread pool should stay idle before it's stopped.,Http.ThreadPool.ThreadsIdleTimeMillis,UNSPECIFIED,Default,60000,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Setting this value will enable the Repencrypt functionality. Use any certificate alias from the Local Certificates store. Leaving it empty disables the function.,Stfs.Encryption.CertAlias,UNSPECIFIED,Default,repencrypt,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Changes the algorithm used for storing files onto the file system. Choose one of AES128 (default), AES256 or 3DES.",Stfs.Encryption.Algorithm,UNSPECIFIED,Default,AES128,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Controls the on-the-fly hashing of all incoming transfers.,Stfs.Hash.HashOnUpload,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Allow Transaction Manager to perform dynamic synchronization via servlet.,Cluster.TmServletDinamicSyncEnabled,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Comma separated list of class names used for building attributes based on the given event.,EventQueue.submissionConfigurator.classes,UNSPECIFIED,Default,com.tumbleweed.st.server.eventqueue.policy.DefaultSubmissionConfigurator,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Comma separated list of additional attributes taken from the event environment and stored in the event submission configuration.,EventQueue.submissionConfigurator.additionalAttributes,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"If a node is overloaded it won't be selected from the distribution by event type policies and distribution by account policies. This option defines when a node is overloaded. 
         			  A value of 150 means that the node has to have 1.5 times the average load of the cluster in order to be marked as overloaded. Note: Supported only for LEC.",EventQueue.taskProcessor.threshold,UNSPECIFIED,Default,150,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Identifies dispatch policy used by event queue. Valid values are roundRobinPolicy, cacheBasedPolicy and attributeMatchPolicy. Note: Supported only for LEC.",EventQueue.DispatchPolicy.name,UNSPECIFIED,Default,cacheBasedPolicy,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Determines how long the system waits upon acquiring a new connection from the pool. The value is specified in seconds.,ConnectionPool.maxWaitTime,UNSPECIFIED,Default,86400,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Determines the maximum time the system will keep a connection idle. The value is specified in seconds.,ConnectionPool.maxIdleTime,UNSPECIFIED,Default,30,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Comma separated list of com.tumbleweed.st.server.api.network.pool.ConnectionFactory implementations. (Used by the connection-pool to create different type of connections).,ConnectionPool.connectionFactories,UNSPECIFIED,Default,com.axway.st.server.pesit.network.pool.PesitConnectionFactory,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
PeSIT client implementation. Sets connection proxy based in transfer site DMZ assigned.,OutboundConnections.Proxy.SocksClasses.Include.name3,UNSPECIFIED,Default,com.axway.st.server.pesit.network.pool.PesitConnection,FALSE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/System/OutboundConnections/Proxy/SocksClasses/Include[@identifier=""3""]"
How much time (in milliseconds) a thread from the thread pool should stay idle before it's stopped for PeSIT server.,EventQueue.ThreadPools.PESIT.idleTime,UNSPECIFIED,Default,60,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Maximum number of threads for PeSIT server thread pool.,EventQueue.ThreadPools.PESIT.maxThreads,UNSPECIFIED,Default,64,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Minimum number of threads for PeSIT server thread pool.,EventQueue.ThreadPools.PESIT.minThreads,UNSPECIFIED,Default,16,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Relative to <FDH> path where ftp commands are logged.,Ftp.CommandLogging.File,UNSPECIFIED,Default,var/logs/cmdlog,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Ftpd ssl key algorithm.,Ftp.Listeners.Ssl.keyAlgorithm,UNSPECIFIED,Default,IbmX509,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Ftpd ssl protocol.,Ftp.Listeners.Ssl.protocol,UNSPECIFIED,Default,SSL_TLS,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enable HSM support for Ftp(true|false).,Ftp.Hsm.enabled,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enable HSM support for Http(true|false).,Http.Hsm.enabled,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Path to the keystore, relative to FILEDRIVEHOME.",Hsm.keystorePath,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
HSM keystore password.,Hsm.keystorePassword,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,TRUE,NO value,NO value,NO value
Whether Server DNS Lookups are enabled.,Server.Dnslookups,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Absolute path to package manager storage folder.,PackageManager.StorageFolderName,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Username of the system user to access the base folder. User must be present in PasswordVault. This user is used only for new AdHoc messages. If changed, the old user must remain in the password vault.",PackageManager.RealUserName,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The folder name to use for mailbox.,PackageManager.MailboxFolderName,UNSPECIFIED,Default,_mailbox,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Label for the all.zip link.,PackageManager.AllAttachmentsLinkLabel,UNSPECIFIED,Default,Download All Files,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The name of the anonymous AdHoc account.,PackageManager.AdhocAnonymousAccountName,UNSPECIFIED,Default,anonymous,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The home path of the anonymous AdHoc account.,PackageManager.AdhocAnonymousAccountHome,UNSPECIFIED,Default,/adhoc,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The UID of the anonymous AdHoc account.,PackageManager.AdhocAnonymousAccountUid,UNSPECIFIED,Default,10000,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The GID of the anonymous AdHoc account.,PackageManager.AdhocAnonymousAccountGid,UNSPECIFIED,Default,10000,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Username of the system user to access the anonymous home folder. User must be present in PasswordVault. This user is used only for new AdHoc messages. 
         			  If changed, the old user must remain in the password vault.",PackageManager.AdhocAnonymousAccountRealUserName,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The default template used by the system when enrolling accounts.,PackageManager.DefaultEnrollmentTemplateName,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The default template used by the system for delivery notification.,PackageManager.DefaultNotificationTemplateName,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Mail plug-in Attachment file size minimum value in megabytes. Default value is 0 MB.,PackageManager.MailPluginOffloadMin,UNSPECIFIED,Default,0,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Mail plug-in Attachment file size maximum value in megabytes. Default value is 500 MB.,PackageManager.MailPluginOffloadMax,UNSPECIFIED,Default,500,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Is Mail plug-in enabled.,PackageManager.MailPluginEnabled,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Disallow system recipients to have an ST account.,PackageManager.DualDeliveryDisabled,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Disallow routing of package body by H2S application.,PackageManager.BodyRoutingDisabled,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The default expiration for packages. This is set to each package that does not have expiration period specified.,PackageManager.DefaultExpirationInterval,UNSPECIFIED,Default,86400,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The maximum expiration for packages. Packages with larger expiration can't be created.,PackageManager.MaxExpirationInterval,UNSPECIFIED,Default,2147483647,TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Contains regular expression describing Referer header white-list for Admin API web services.,Webservices.Admin.Referer.Whitelist,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Contains regular expression describing Referer header white-list for Public API web services.,Webservices.Public.Referer.Whitelist,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Defines the  number of entries shown per page when displaying a list of entries.,Webservices.EntriesPerPage,UNSPECIFIED,Default,100,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
FTP data connection buffer size. Allocated on every transfer.,Ftp.DataBufferSize,UNSPECIFIED,Default,4096,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The number of events to allow waiting for an executor.,TransactionManager.ThreadPools.ThreadPool.EventMonitor.maxQueueSize,UNSPECIFIED,Default,1024,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Integer number indicating how many times a proxy can fail within ${Failed.Proxy.Timeout} period before put in denied state.,Proxy.Max.Failure.Series,UNSPECIFIED,Default,3,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"A time period in milliseconds for which a proxy is considered in a failed state, if the number of consecutive failures to connect to it are less than ${Proxy.Max.Failure.Series}.",Failed.Proxy.Timeout,UNSPECIFIED,Default,180000,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"A time period in milliseconds for which a proxy is considered in a denied state, if the number of consecutive failures reach the value of ${Proxy.Max.Failure.Series}.",Denied.Proxy.Timeout,UNSPECIFIED,Default,600000,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
SSHD enabled ciphersuites.,Ssh.Ciphers,UNSPECIFIED,Default,"aes128-cbc,aes192-cbc,aes256-cbc,3des-cbc,blowfish-cbc,aes128-ctr,aes192-ctr,aes256-ctr",FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
SSH client enabled ciphersuites.,Ssh.SIT.Ciphers,UNSPECIFIED,Default,"aes128-cbc,aes192-cbc,aes256-cbc,3des-cbc,blowfish-cbc,aes128-ctr,aes192-ctr,aes256-ctr,arcfour,arcfour128,arcfour256",FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Transaction Manager enabled ciphersuites.,Tm.CipherSuites,UNSPECIFIED,Default,"TLS_RSA_WITH_AES_256_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256",FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Disabled or enables audit logging in TM.,AuditLog.Enabled.TM,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Disabled or enables audit logging in Admin.,AuditLog.Enabled.Admin,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The port on which the TM accepts JMX requests from the support tool.This port can be used only for SSL connections and only from the localhost.,TM.JMX.Port,UNSPECIFIED,Default,9999,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Specifies the notifee class used for interaction between the AS2 server and the Insitu tests. For testing only. Requires TM restart when changed.,As2.Insitu.Notifiee,UNSPECIFIED,Default,com.tumbleweed.st.server.as2.test.insitu.AS2ServerInteraction,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Specifies whether the listener for insitu tests should be enabled. For testing only. Requires TM restart when changed.,As2.Insitu.Enable,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Specifies the current cluster deployment site. This option is supported only for LEC and requires TM restart when changed. Possible values: < Prod | DR > 
         			  ""Prod"" is used for Production Site, ""DR"" - for Disaster Recovery Site. Set Cluster.EnableDRConfiguration to true in order to specify the Production and DR nodes.",Cluster.DeploymentSite,UNSPECIFIED,Default,Prod,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Specifies whether Disaster Recovery settings can be configured. Possible values: < true | false > This option is supported only for LEC.,Cluster.EnableDRConfiguration,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Size of backlog for connections awaiting to be accepted by the SSH daemon.,Ssh.maxPendingConnections,UNSPECIFIED,Default,75,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enabled protocols for FTPS server initiated transfers.,Ftps.SIT.EnabledProtocols,UNSPECIFIED,Default,TLSv1.2,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enabled cipher suites for AS2 server initiated transfers.,As2.SIT.Ciphers,UNSPECIFIED,Default,"TLS_RSA_WITH_AES_256_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256",FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enabled protocols for AS2 server initiated transfers.,As2.SIT.EnabledProtocols,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enabled cipher suites for HTTPS server initiated transfers.,Https.SIT.Ciphers,UNSPECIFIED,Default,"TLS_RSA_WITH_AES_256_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256",FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enabled protocols for HTTPS server initiated transfers.,Https.SIT.EnabledProtocols,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Default UID for newly created accounts.,Rbft.Autoenrollment.DefaultUid,UNSPECIFIED,Default,4000,FALSE,FALSE,TRUE,FALSE,autoenrollment.properties,account.defaultUID,NO value
Default GID for newly created accounts.,Rbft.Autoenrollment.DefaultGid,UNSPECIFIED,Default,5000,FALSE,FALSE,TRUE,FALSE,autoenrollment.properties,account.defaultGID,NO value
Default HTML template for newly created accounts. This should always be the Web Client skin.,Rbft.Autoenrollment.DefaulthtmlTemplate,UNSPECIFIED,Default,/html/skin/iso1,FALSE,FALSE,TRUE,FALSE,autoenrollment.properties,account.defaultHTMLTemplate,NO value
"Default account transfer type. Use the following values for this property:I='Internal', E='Partner' and leave an empty value for the 'Not Specified' account type.",Rbft.Autoenrollment.DefaultTransferType,UNSPECIFIED,Default,E,FALSE,FALSE,TRUE,FALSE,autoenrollment.properties,account.defaultAccountTransferType,NO value
"Default RBFT mode for newly created accounts. The three possible options include:ENABLED - RBFT is enabled for this account.ENABLED_WITH_ENROLLMENT - 
         			  RBFT as well as the enrollment feature are enabled for this account.DISABLED - RBFT is turned off for the account.",Rbft.Autoenrollment.DefaultRbftMode,UNSPECIFIED,Default,DISABLED,FALSE,FALSE,TRUE,FALSE,autoenrollment.properties,account.defaultRBFTMode,NO value
"Default home folder prefix.The home folder is generated by using the prefix, concatenated with the login name.
         			  The home folder prefix should follow the OS path convention. For example:Unix system could use ""/home/users"" as home folder prefix and 
         			  ""D:\\home\\users"" for Windows based OS.",Rbft.Autoenrollment.DefaultHomeFolderPrefix,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,autoenrollment.properties,account.defaultHomeFolderPrefix,NO value
"Default rule order <allow,deny|deny,allow>.",Admin.Access.Order,UNSPECIFIED,Default,"deny,allow",TRUE,FALSE,TRUE,FALSE,admin.htaccess,order,NO value
Allowed hosts.,Admin.Access.Allow,UNSPECIFIED,Default,from *,TRUE,FALSE,TRUE,FALSE,admin.htaccess,allow,NO value
Denied hosts.,Admin.Access.Deny,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,admin.htaccess,deny,NO value
Set the session timeout limits. The default value is 30 minutes (requires admin server restart).,Admin.SessionTimeout,UNSPECIFIED,Default,60,TRUE,FALSE,TRUE,FALSE,admin.web.xml,NO value,/web-app/session-config/session-timeout
"Cache service region start port. The nodes in the
				      cluster will use the ports in the range [Cache.Listener.Port,
				      Cache.Listener.Port + Cache.Listener.PortRange]. Change needs a
				      manual restart.",Cache.Listener.Port,UNSPECIFIED,Default,8088,FALSE,FALSE,TRUE,FALSE,cache.management,NO value,/coherence/cluster-config/unicast-listener/port
Messages displayed to FTP users when limit is enforced.,Users.Limits.Messages,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,users.limits.messages,NO value,NO value
"SecureTransport maintains a list of directories which you should not use for home folders
					  for user or service accounts. This type of directory is called a protected folder. Protected
					  folders are identified by a specific prefix in the path. The following table lists the prefixes
					  used by default.",UnsafePaths,UNSPECIFIED,Default,/audit/#!#CVD#!#/bin/#!#CVD#!#/boot/#!#CVD#!#/dev/#!#CVD#!#/etc/#!#CVD#!#/kernel/#!#CVD#!#/lib/#!#CVD#!#/lpp/#!#CVD#!#/mnt/#!#CVD#!#/modules/#!#CVD#!#/net/#!#CVD#!#/opt/#!#CVD#!#/platform/#!#CVD#!#/proc/#!#CVD#!#/root/#!#CVD#!#/sbin/#!#CVD#!#/stand/#!#CVD#!#/sys/#!#CVD#!#/tftp/#!#CVD#!#/usr/#!#CVD#!#/var/#!#CVD#!#/vol/,FALSE,TRUE,TRUE,FALSE,UnsafePaths,NO value,NO value
"Alias name which may be referenced by other
            		  directory or file elements which are relative to it. The default path for receipt is /var/receipts.",Directories.Directory.receiptHome.path,UNSPECIFIED,Default,/var/receipts,FALSE,FALSE,TRUE,FALSE,configuration.xml,@path,"/Configuration/System/Directories/Directory[@alias=""receiptHome""]"
This is the ST installation home directory.,Directories.Directory.receiptHome.relative,UNSPECIFIED,Default,fdHome,FALSE,FALSE,TRUE,FALSE,configuration.xml,@relative,"/Configuration/System/Directories/Directory[@alias=""receiptHome""]"
"Alias name which may be referenced by other
            directory or file elements which are relative to it. The default path for receipt is /tomcat.",Directories.Directory.tomcatHome.path,UNSPECIFIED,Default,/tomcat,FALSE,FALSE,TRUE,FALSE,configuration.xml,@path,"/Configuration/System/Directories/Directory[@alias=""tomcatHome""]"
"Alias name which may be referenced by other
            directory or file elements which are relative to it. The default relative path is fdHome.",Directories.Directory.tomcatHome.relative,UNSPECIFIED,Default,fdHome,FALSE,FALSE,TRUE,FALSE,configuration.xml,@relative,"/Configuration/System/Directories/Directory[@alias=""tomcatHome""]"
"Alias name which may be referenced by other
            directory or file elements which are relative to it. The default path for receipt is /var/tmp.",Directories.Directory.stateHome.path,UNSPECIFIED,Default,/var/tmp,FALSE,FALSE,TRUE,FALSE,configuration.xml,@path,"/Configuration/System/Directories/Directory[@alias=""stateHome""]"
"Alias name which may be referenced by other
            		  directory or file elements which are relative to it. The default relative path is fdHome.",Directories.Directory.stateHome.relative,UNSPECIFIED,Default,fdHome,FALSE,FALSE,TRUE,FALSE,configuration.xml,@relative,"/Configuration/System/Directories/Directory[@alias=""stateHome""]"
Root path of the SiteMinder file storage.,Directories.Directory.documentRoot.path,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,configuration.xml,@path,"/Configuration/System/Directories/Directory[@alias=""documentRoot""]"
Alias name which may be referenced by other directory or file elements which are relative to it. The default relative path is fdHome.,Directories.Directory.exportHome.relative,UNSPECIFIED,Default,fdHome,FALSE,FALSE,TRUE,FALSE,configuration.xml,@relative,"/Configuration/System/Directories/Directory[@alias=""exportHome""]"
Class name that is an implementation of local certificate store.,CertificateStores.LocalCertificateStore.classname,UNSPECIFIED,Default,com.tumbleweed.st.server.cert.STLocalCertificateStoreImpl,FALSE,FALSE,TRUE,FALSE,configuration.xml,@classname,/Configuration/System/CertificateStores/LocalCertificateStore
Unique certificates.,CertificateStores.LocalCertificateStore.uniqueCerts,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,configuration.xml,@uniqueCerts,/Configuration/System/CertificateStores/LocalCertificateStore
Configuration property name for the certificate store directory.The default value is /lib/certs.,CertificateStores.LocalCertificateStore.Directory.certStoreDir.path,UNSPECIFIED,Default,/lib/certs,FALSE,FALSE,TRUE,FALSE,configuration.xml,@path,"/Configuration/System/CertificateStores/LocalCertificateStore/Directory[@alias=""certStoreDir""]"
This is the ST installation home directory.,CertificateStores.LocalCertificateStore.Directory.certStoreDir.relative,UNSPECIFIED,Default,fdHome,FALSE,FALSE,TRUE,FALSE,configuration.xml,@relative,"/Configuration/System/CertificateStores/LocalCertificateStore/Directory[@alias=""certStoreDir""]"
This is the ST installation home directory.,CertificateStores.LocalCertificateStore.Directory.privateKeyDir.relative,UNSPECIFIED,Default,fdHome,FALSE,FALSE,TRUE,FALSE,configuration.xml,@relative,"/Configuration/System/CertificateStores/LocalCertificateStore/Directory[@alias=""privateKeyDir""]"
Password for local certificates (PKCS12 password).,CertificateStores.LocalCertificateStore.Keystore.password,UNSPECIFIED,Default,{AES128}wR1hF5Uhr/54M2Y4Nu70ovf+WwNecz+BX3xGzEt7rbQ=,FALSE,FALSE,TRUE,TRUE,configuration.xml,@password,/Configuration/System/CertificateStores/LocalCertificateStore/Keystore
The keystore provider for local certificates. By default is ST.,CertificateStores.LocalCertificateStore.Keystore.provider,UNSPECIFIED,Default,ST,FALSE,FALSE,TRUE,FALSE,configuration.xml,@provider,/Configuration/System/CertificateStores/LocalCertificateStore/Keystore
"Certificate stores can be of three types- local, partner and trusted.",CertificateStores.LocalCertificateStore.Keystore.type,UNSPECIFIED,Default,Local,FALSE,FALSE,TRUE,FALSE,configuration.xml,@type,/Configuration/System/CertificateStores/LocalCertificateStore/Keystore
Class name that is an implementation of the partner certificate store.,CertificateStores.PartnerCertificateStore.classname,UNSPECIFIED,Default,com.tumbleweed.st.server.cert.STPartnerCertificateStoreImpl,FALSE,FALSE,TRUE,FALSE,configuration.xml,@classname,/Configuration/System/CertificateStores/PartnerCertificateStore
Password for partner certificates.,CertificateStores.PartnerCertificateStore.Keystore.password,UNSPECIFIED,Default,{AES128}wR1hF5Uhr/54M2Y4Nu70ovf+WwNecz+BX3xGzEt7rbQ=,FALSE,FALSE,TRUE,TRUE,configuration.xml,@password,/Configuration/System/CertificateStores/PartnerCertificateStore/Keystore
"Certificate stores can be of three types - local, partner and trusted.",CertificateStores.PartnerCertificateStore.Keystore.type,UNSPECIFIED,Default,Partner,FALSE,FALSE,TRUE,FALSE,configuration.xml,@type,/Configuration/System/CertificateStores/PartnerCertificateStore/Keystore
Class name that is an implementation of the user certificate store.,CertificateStores.UserCertificateStore.classname,UNSPECIFIED,Default,com.tumbleweed.st.server.cert.STUserCertificateStoreImpl,FALSE,FALSE,TRUE,FALSE,configuration.xml,@classname,/Configuration/System/CertificateStores/UserCertificateStore
Password for user certificates.,CertificateStores.UserCertificateStore.Keystore.password,UNSPECIFIED,Default,{AES128}wR1hF5Uhr/54M2Y4Nu70ovf+WwNecz+BX3xGzEt7rbQ=,FALSE,FALSE,TRUE,TRUE,configuration.xml,@password,/Configuration/System/CertificateStores/UserCertificateStore/Keystore
The keystore provider for trusted certificates. By default is ST.,CertificateStores.UserCertificateStore.Keystore.provider,UNSPECIFIED,Default,ST,FALSE,FALSE,TRUE,FALSE,configuration.xml,@provider,/Configuration/System/CertificateStores/UserCertificateStore/Keystore
Enables and disables Diffie-Hellman-group1-sha1 key exchange for the SSH daemon only. This option is ignored if FIPS mode is turned on and the KEX Algorithm will be promoted. Possible values are: true | false. The default one is false.,Ssh.SupportGroup1SHA1,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enables CSRF protection for admin web services.Possible values are true | false. The default one is false.,Webservices.Admin.CsrfToken.enabled,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Type of ssl listener. The default value is RSA.,Ftp.Inbound.Listeners.Ssl.type,UNSPECIFIED,Default,RSA,FALSE,FALSE,TRUE,FALSE,configuration.xml,@type,/Configuration/Modules/Ftp/Inbound/Listeners/Ssl
Configures if this listener is enabled (true|false). The default value is true.,Ftp.Inbound.Listeners.Listener.enable,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,/Configuration/Modules/Ftp/Inbound/Listeners/Listener
Defines the baseport for Ftp outbound active mode. It's not defined by default.,Ftp.Outbound.ActiveMode.baseport,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,configuration.xml,@baseport,/Configuration/Modules/Ftp/Outbound/ActiveMode
Defines the portcount for Ftp outbound active mode. It's not defined by default.,Ftp.Outbound.ActiveMode.portcount,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,configuration.xml,@portcount,/Configuration/Modules/Ftp/Outbound/ActiveMode
Defines the ssl listener type for HTTP server. The default type is RSA.,Http.Listeners.Ssl.type,UNSPECIFIED,Default,RSA,FALSE,FALSE,TRUE,FALSE,configuration.xml,@type,/Configuration/Modules/Http/Listeners/Ssl
"To enable HTTPS, go to Operations->Server Control and select the Enable HTTPS check box.",HttpsEnabled,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Http/Listeners/Listener[@ssl=""true""]"
Maximum channels per client.,Ssh.maxChannels,UNSPECIFIED,Default,30,FALSE,FALSE,TRUE,FALSE,configuration.xml,@maxChannels,/Configuration/Modules/Ssh
Defines if SSL is enabled for SSH connection.,Ssh.SslEnabled,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@ssl,"/Configuration/Modules/Ssh/Listeners/Listener[@ssl=""true""]"
"SSH bind port. You can edit it from Server Control Page. 
         			  Note: Be sure that the port assigned to the SecureTransport SSH server is not assigned to any other server.",Ssh.Port,UNSPECIFIED,Default,8022,TRUE,FALSE,TRUE,FALSE,configuration.xml,@port,"/Configuration/Modules/Ssh/Listeners/Listener[@ssl=""true""]"
